Sno,SICK_id,Premise,Hypothesis,Modifier,Premise/Hypothesis/Both,Part of Premise/Hypothesis Modified,Modifier Type,"Ground Truth 
(Total 7 Entailment Relations but also Includes multiple labels for some premise, hypothesis )","CompressedGT
(FE, RE, Neutral & Contradiction)"
934,751,some classroom is full of students,a classroom is empty,some,Premise,Subject,Existential,Alternation,Contradiction
935,751,a classroom is full of students,some classroom is empty,some,Hypothesis,Subject,Existential,Alternation,Contradiction
936,751,some classroom is full of students,some classroom is empty,some,Both,Subject,Existential,Alternation,Contradiction
937,751,at least classroom is full of students,a classroom is empty,at least,Premise,Subject,Existential,Negation|Alternation,Contradiction
938,751,a classroom is full of students,at least classroom is empty,at least,Hypothesis,Subject,Existential,Alternation,Contradiction
939,751,at least classroom is full of students,at least classroom is empty,at least,Both,Subject,Existential,Alternation,Contradiction
940,751,not every classroom is full of students,a classroom is empty,not every,Premise,Subject,Negation,Neutral,Neutral
941,751,a classroom is full of students,not every classroom is empty,not every,Hypothesis,Subject,Negation,FE,FE
942,751,not every classroom is full of students,not every classroom is empty,not every,Both,Subject,Negation,Neutral,Neutral
943,751,exactly one classroom is full of students,a classroom is empty,exactly one,Premise,Subject,Existential,Negation|Alternation,Contradiction
944,751,a classroom is full of students,exactly one classroom is empty,exactly one,Hypothesis,Subject,Existential,Alternation,Contradiction
945,751,exactly one classroom is full of students,exactly one classroom is empty,exactly one,Both,Subject,Existential,Alternation,Contradiction
946,751,all but one classroom is full of students,a classroom is empty,all but one,Premise,Subject,Existential,Neutral,Neutral
947,751,a classroom is full of students,all but one classroom is empty,all but one,Hypothesis,Subject,Existential,Neutral,Neutral
948,751,all but one classroom is full of students,all but one classroom is empty,all but one,Both,Subject,Existential,Neutral,Neutral
949,751,everyone of classroom is full of students,a classroom is empty,everyone of,Premise,Subject,Universal,Negation,Contradiction
950,751,a classroom is full of students,everyone of classroom is empty,everyone of,Hypothesis,Subject,Universal,Negation,Contradiction
951,751,everyone of classroom is full of students,everyone of classroom is empty,everyone of,Both,Subject,Universal,Negation,Contradiction
952,751,no classroom is full of students,a classroom is empty,no,Premise,Subject,Negation,Neutral,Neutral
953,751,a classroom is full of students,no classroom is empty,no,Hypothesis,Subject,Negation,Neutral,Neutral
954,751,no classroom is full of students,no classroom is empty,no,Both,Subject,Negation,Neutral,Neutral
955,751,green classroom is full of students,a classroom is empty,green,Premise,Subject,Adjectives/Adverbs,Neutral,Neutral
956,751,a classroom is full of students,green classroom is empty,green,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
957,751,green classroom is full of students,green classroom is empty,green,Both,Subject,Adjectives/Adverbs,Neutral,Neutral
958,751,happy classroom is full of students,a classroom is empty,happy,Premise,Subject,Adjectives/Adverbs,Neutral,Neutral
959,751,a classroom is full of students,happy classroom is empty,happy,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
960,751,happy classroom is full of students,happy classroom is empty,happy,Both,Subject,Adjectives/Adverbs,Neutral,Neutral
961,751,sad classroom is full of students,a classroom is empty,sad,Premise,Subject,Adjectives/Adverbs,Neutral,Neutral
962,751,a classroom is full of students,sad classroom is empty,sad,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
963,751,sad classroom is full of students,sad classroom is empty,sad,Both,Subject,Adjectives/Adverbs,Negation|Alternation,Contradiction
964,751,good classroom is full of students,a classroom is empty,good,Premise,Subject,Adjectives/Adverbs,Neutral,Neutral
965,751,a classroom is full of students,good classroom is empty,good,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
966,751,good classroom is full of students,good classroom is empty,good,Both,Subject,Adjectives/Adverbs,Neutral,Neutral
967,751,bad classroom is full of students,a classroom is empty,bad,Premise,Subject,Adjectives/Adverbs,Neutral,Neutral
968,751,a classroom is full of students,bad classroom is empty,bad,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
969,751,bad classroom is full of students,bad classroom is empty,bad,Both,Subject,Adjectives/Adverbs,Negation|Alternation,Contradiction
971,751,a classroom not is full of students,a classroom is empty,not,Premise,Verb,Negation,Neutral,Neutral
972,751,a classroom is full of students,a classroom not is empty,not,Hypothesis,Verb,Negation,Neutral,Neutral
973,751,a classroom not is full of students,a classroom not is empty,not,Both,Verb,Negation,Neutral,Neutral
974,751,a classroom abnormally is full of students,a classroom is empty,abnormally,Premise,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
975,751,a classroom is full of students,a classroom abnormally is empty,abnormally,Hypothesis,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
976,751,a classroom abnormally is full of students,a classroom abnormally is empty,abnormally,Both,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
977,751,a classroom elegantly is full of students,a classroom is empty,elegantly,Premise,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
978,751,a classroom is full of students,a classroom elegantly is empty,elegantly,Hypothesis,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
979,751,a classroom elegantly is full of students,a classroom elegantly is empty,elegantly,Both,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
980,751,a classroom always is full of students,a classroom is empty,always,Premise,Verb,Universal,Negation|Alternation,Contradiction
981,751,a classroom is full of students,a classroom always is empty,always,Hypothesis,Verb,Universal,Negation|Alternation,Contradiction
982,751,a classroom always is full of students,a classroom always is empty,always,Both,Verb,Universal,Negation|Alternation,Contradiction
983,751,a classroom never is full of students,a classroom is empty,never,Premise,Verb,Universal,Neutral,Neutral
984,751,a classroom is full of students,a classroom never is empty,never,Hypothesis,Verb,Universal,Neutral,Neutral
985,751,a classroom never is full of students,a classroom never is empty,never,Both,Verb,Universal,Neutral,Neutral
987,751,A classroom is full of good students,A classroom is empty,good,Premise,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
988,751,A classroom is full of bad students,A classroom is empty,bad,Premise,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
989,751,A classroom is full of green students,A classroom is empty,green,Premise,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
990,751,A classroom is full of happy students,A classroom is empty,happy,Premise,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
991,751,A classroom is full of an abnormal students,A classroom is empty,an abnormal,Premise,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
992,751,A classroom is full of sad students,A classroom is empty,sad,Premise,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
993,751,A classroom is full of an elegant students,A classroom is empty,an elegant,Premise,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
994,1131,the turtle is following the fish,the fish is following the turtle,NONE,NONE,NONE,No Modifiers,Negation,Contradiction
995,1131,every turtle is following the fish,the fish is following the turtle,every,Premise,Subject,Universal,Negation|Alternation,Contradiction
996,1131,the turtle is following the fish,every fish is following the turtle,every,Hypothesis,Subject,Universal,Negation|Alternation,Contradiction
997,1131,every turtle is following the fish,every fish is following the turtle,every,Both,Subject,Universal,Negation,Contradiction
998,1131,some turtle is following the fish,the fish is following the turtle,some,Premise,Subject,Existential,Negation|Alternation,Contradiction
999,1131,the turtle is following the fish,some fish is following the turtle,some,Hypothesis,Subject,Existential,Negation|Alternation,Contradiction
1000,1131,some turtle is following the fish,some fish is following the turtle,some,Both,Subject,Existential,Negation|Alternation,Contradiction
1001,1131,at least turtle is following the fish,the fish is following the turtle,at least,Premise,Subject,Existential,Negation|Alternation,Contradiction
1002,1131,the turtle is following the fish,at least fish is following the turtle,at least,Hypothesis,Subject,Existential,Negation|Alternation,Contradiction
1003,1131,at least turtle is following the fish,at least fish is following the turtle,at least,Both,Subject,Existential,Negation|Alternation,Contradiction
1004,1131,not every turtle is following the fish,the fish is following the turtle,not every,Premise,Subject,Negation,Neutral,Neutral
1005,1131,the turtle is following the fish,not every fish is following the turtle,not every,Hypothesis,Subject,Negation,Neutral,Neutral
1006,1131,not every turtle is following the fish,not every fish is following the turtle,not every,Both,Subject,Negation,Neutral,Neutral
1007,1131,exactly one turtle is following the fish,the fish is following the turtle,exactly one,Premise,Subject,Existential,Negation|Alternation,Contradiction
1008,1131,the turtle is following the fish,exactly one fish is following the turtle,exactly one,Hypothesis,Subject,Existential,Negation|Alternation,Contradiction
1009,1131,exactly one turtle is following the fish,exactly one fish is following the turtle,exactly one,Both,Subject,Existential,Negation|Alternation,Contradiction
1010,1131,all but one turtle is following the fish,the fish is following the turtle,all but one,Premise,Subject,Existential,Negation|Alternation,Contradiction
1011,1131,the turtle is following the fish,all but one fish is following the turtle,all but one,Hypothesis,Subject,Existential,Negation|Alternation,Contradiction
1012,1131,all but one turtle is following the fish,all but one fish is following the turtle,all but one,Both,Subject,Existential,Negation|Alternation,Contradiction
1013,1131,everyone of turtle is following the fish,the fish is following the turtle,everyone of,Premise,Subject,Universal,Negation|Alternation,Contradiction
1014,1131,the turtle is following the fish,everyone of fish is following the turtle,everyone of,Hypothesis,Subject,Universal,Negation|Alternation,Contradiction
1015,1131,everyone of turtle is following the fish,everyone of fish is following the turtle,everyone of,Both,Subject,Universal,Negation,Contradiction
1016,1131,no turtle is following the fish,the fish is following the turtle,no,Premise,Subject,Negation,Neutral,Neutral
1017,1131,the turtle is following the fish,no fish is following the turtle,no,Hypothesis,Subject,Negation,Neutral,Neutral
1018,1131,no turtle is following the fish,no fish is following the turtle,no,Both,Subject,Negation,Neutral,Neutral
1019,1131,green turtle is following the fish,the fish is following the turtle,green,Premise,Subject,Adjectives/Adverbs,Negation|Alternation,Contradiction
1020,1131,the turtle is following the fish,green fish is following the turtle,green,Hypothesis,Subject,Adjectives/Adverbs,Negation|Alternation,Contradiction
1021,1131,green turtle is following the fish,green fish is following the turtle,green,Both,Subject,Adjectives/Adverbs,Negation|Alternation,Contradiction
1022,1131,happy turtle is following the fish,the fish is following the turtle,happy,Premise,Subject,Adjectives/Adverbs,Negation|Alternation,Contradiction
1023,1131,the turtle is following the fish,happy fish is following the turtle,happy,Hypothesis,Subject,Adjectives/Adverbs,Negation|Alternation,Contradiction
